@relation SentiSe

@attribute lab {0,-1,1}
@attribute text string

@data
0,'okay edward  you have not understood how it works. '
0,'Okay reviewed and tested patch with sqlite3 and bdb on trunk. '
0,'Okay. '
0,'On 200  NegativeSentiment  2-25 15  PositiveSentiment  7:45.766 jchuang commented: This is an AIR issue  the AIR team has been notified. '
0,'on 200  NegativeSentiment  3-06 08:00:48.178 bendalton commented: flv video of the bug in question with snitter on 200  NegativeSentiment  3-06 08:01:57.860 bendalton commented: this bug was first discovered in an application i am working on. '
0,'On 200  NegativeSentiment  4-03 15:57:26.514 laupark commented: Opened. '
0,'On 200  NegativeSentiment  4-04 13  PositiveSentiment  1:57.627 jimurphy commented: fixed rev. '
-1,'on 2008-10-20 11:43:52.354 woflexair commented: joan   sorry for the noise in the bugbase but it is not a bug. '
0,'On 2009-06-08 19:22:03.496 kjian commented: Localization data error. '
0,'On 2009-06-08 19:22:40.967 kjian commented: Localization issue. '
0,'On 2009-11-18 04:47:59.970 dloverin commented: Revision 11926. '
0,'On 2010-03-01 15  PositiveSentiment  7:55.688 jchuang commented: AIR bug is fixed. '
0,'On 2010-03-01 16:52:26.625 jchuang commented: Correctly resolved external '
0,'On 2011-10-26 14:27  PositiveSentiment  6.512 chiedozi commented: This would be a very simple change to make. '
0,'On 2011-10-26 15:16:22.394 jsaracin commented: IRB_- opening to Chiedo  priority B  Ultra. '
0,'On rerun I let it go for 20 mins  but apart from the database getting booted (derby.log) nothing at all showed up in any of the output files (i.e. '
0,'On startup  I agree that we can skip cache reports until the cache is populated. '
0,'on the other hand  getabsolutepath() is purely logical and does not need file system access.  '
0,'On the other hand  if there is a true network partition  then NN will \"lose heartbeats\" from datanodes  because the datanodes cannot send messages to the NN. '
0,'On the other hand the BundleActivator should not be exported and can as well be moved to the osgi.impl package. '
0,'On the recommendation of Weinan '
0,'On trunk apparently all use of the \"get\"  \"put\"  and \"delete\" histograms have already been removed from the regionserver  except for the Jamon templates. '
0,'Once all the chunks have been uploaded  the Upload Framework can returned a combined file. '
-1,'once per every bad disk). '
0,'once this error occurs  the route cannot be used any more. '
0,'One final note  the error handling should have its own JIRA so that it is addressed one day? '
0,'one is could be provided  is not it?  '
0,'One minor correction to configure without sqlite3. '
0,'One minor point_ can you make result a member variable of GenericUDFArrayContains? '
0,'One of my earlier patches had the log.info  3. '
-1,'One of the error is that hiddenActivations cannot be resolved. '
0,'One of the things I changed in jnr-posix  was to make stat and fstat use stati64 and fstati64 respectively  instead of stat64 and fstat_ the last may be why its breaking with jna-posix. '
0,'One question  if you need to override the decorated service why you need it? '
0,'One underlying cause of this issue is QPID-4731  '
0,'One way to address it is to get the ip address from the hostname service and use that for matching  but that needs a dns lookup. '
0,'Only peerProviders and some tutorial left to do. '
0,'Only the cache is a local filesystem resolver. '
0,'Only the first of these is a failure. '
-1,'Oopps  bad move ! '
-1,'Oops  had a bad comparator in the TestCLI config. '
0,'oops  you are right  that makes sense. '
0,'or a log message? '
0,'Or at least has some relation to above problem? '
0,'Or at least schedule this for a release which allows for a downgrade. '
0,'Or at least the locks need to be much more fine-grained than locking the whole container. '
0,'Or did you introduce these concepts? '
0,'Or did you see some other errors or bad weinre behaviour? '
0,'Or do we act like we always had it? '
0,'Or even better  do you have a patch? '
0,'Or even better: use the maven repository to automatically attach the sources-jar to your eclipse/idea/netbeans project. '
0,'or someother version? '
0,'Or to be precise  a mostly equivalent set of APIs; JCR requires some modifications which would make it complicated to support the existing set of APIs_ mainly because we need to carry state information in a WikiContext  which the old API signatures do not mostly support. '
0,'oracle 7u40 runs just fine on debian  i cannot imagine it would not work on ubuntu. '
0,'org/apache/xml/serialize/EncodingInfo.java:0: error: cannot find file for class  sun.io.CharToByteConverter  '
-1,'Original edited patch was messed up... stupid sed! '
1,'otherwise  hopefully someone else will improve this code when they have got some time. '
0,'Otherwise  I will try to look at it when I return to some JSF development at work later this month. '
0,'Otherwise  the constant will be converted   to DOUBLE. '
0,'Otherwise  the WindowsFileStat structure looks ok  apart from the st_blocks and st_blksize fields at the end  which are not part of the windows stat64 struct  so will probably be filled with either zero  or garbage.   '
0,'Otherwise the HTable and the HConnection will get very confused. '
0,'Otherwise we would be storing the bytes-per-checksum field but not actually using it  which would be really confusing. '
0,'our apis should be of course be general enough that it is possible to incorporate different serialization systems and different file formats  but we need not provide implementations of all combinations of these  but should rather direct folks towards a primary implementation. '
-1,'Our caller may not notice what happend right now. '
0,'Oversight? '
1,'Owen  thanks for the slides. '
0,'pareto  tweedie  ..)  why we do not stick with triangular or uniform distribution as default for kernel within the bean? '
0,'Pat and myself are taking a look at it . '
0,'Patch adds javadoc for the newly added tests. '
0,'Patch applied  Thank to Clay Leeds. '
0,'Patch applied  thanks '
0,'Patch applied  thanks Nils '
0,'Patch applied  thanks. '
0,'Patch applied at 472664. '
0,'Patch applied at 514264. '
0,'Patch applied in r710027. '
0,'Patch applied in rev 586231 '
0,'Patch applied in revision 885311. '
0,'Patch applied in revision 889133. '
0,'Patch applied in SVN revision 743258 '
0,'Patch applied in trunk. '
0,'Patch applied on 2.1.x  2.2.x and trunk '
0,'Patch applied to LUNI module at repo revision r494822. '
0,'Patch applied to PACK200 module at repo revision r611862. '
0,'Patch applied to TEXT module at repo revision r450026. '
0,'patch applied with slight changes thanks for the report and thanks for the patch '
1,'Patch applied with thanks! '
0,'Patch applied. '
0,'patch applied. '
0,'Patch applied. '
0,'Patch applied. '
0,'patch by gdusbabek  reviewed by jbellis. '
0,'patch by johano; reviewed by jbellis for   '
0,'Patch checked in. '
0,'patch committed in rev 942983  thanks! '
0,'Patch committed to trunk. '
0,'Patch committed. '
0,'Patch committed. '
0,'Patch committed. '
0,'Patch committed. '
0,'Patch d1544-patch2-v2.diff committed revision 429036_ Thanks Deepa '
0,'Patch d2087_try2.diff  Committed revision 499100_ Thanks Julius '
0,'Patch does the following 1. '
0,'Patch for 0.96 corresponding to latest trunk patch. '
0,'Patch for aggressive GC test '
0,'Patch framework src/java and src/test to include JNDI adapters and unit tests. '
0,'Patch in gzipped form. '
0,'Patch integrated to trunk. '
0,'Patch is committed to trunk. '
0,'Patch is pretty trivial  but gives +15\% on MT/SerialBench on 2-core Core2. '
0,'Patch looks good to me & has been committed  thanks!  '
1,'Patch looks good to me. '
1,'Patch looks good to me. '
0,'Patch looks good to me. '
0,'patch looks good. '
0,'Patch looks very good. '
0,'Patch now applies cleanly against latest version of trunk. '
0,'Patch providing Comparable for \"api2\" project. '
0,'patch reviewed and applied by Eoghan with r502283 '
0,'Patch submitted. '
0,'Patch submitted. '
0,'Patch that adds the fix to WebResponse '
0,'Patch that changes progress computation to use position in input stream. '
0,'patch to add DynamicAttributesHandler and update SimpleTheme  AbstractCommonAttributesTest  and AbstractTest '
0,'Patch to address the issue. '
0,'Patch uploaded. '
0,'Patch was applied  analyzers can now be instantiated by writing some javascript to be executed on the server side. '
0,'Patch with the fixes. '
0,'patrick   i cannot manage to reproduce this error. '
0,'Paulex  the original patch seems to be out-of-date. '
0,'people tend to review javadoc when things do not go as expected or are unclear. '
0,'Per Doğacan\'s comment  we need to reopen this and test out his new patch for it. '
0,'Perhaps  throwing IOException is going to prevent us from a situation where we end up with a deadlock. '
0,'Perhaps \'acknowledgement slip\' would be the most commonly used term in English? '
0,'Perhaps it would be easier to make ClobLocatorInputStream a wrapper around ClobLocatorReader  and ClobLocatorOutputStream a wrapper around ClobLocatorWriter? '
0,'Perhaps this should be item #0  decide whether we want to work with Maven or Gradle. '
0,'periodic bulk close of resolved issues.  '
0,'personally  i am +1 to commit. '
0,'personally i am more concerned with (1) than (2). '
-1,'Phabricator is being a little buggy. '
0,'PIG-1912-3.patch address Santhosh\'s review comments '
0,'Ping? '
0,'plans to have a multi- version of the atomicMutation? '
0,'Please  verify. '
0,'Please also see Glassfish issue 13111: show_bug.cgi?id 13111 '
0,'Please apply the attached patch by doing the following:  1. '
0,'Please be sure to review the following: # Collector class and documentation. '
0,'Please can you provide an updated patch? '
0,'Please check it now. '
0,'Please check it was applied as you expected.  '
0,'Please check that it was applied as expected. '
0,'Please check that it was applied as expected. '
0,'Please check that it was applied as you expected.  '
0,'Please check that the patch was applied as you expected and close the issue if everything is OK for you. '
0,'Please check that the patch was applied as you expected.  '
0,'Please check that the patch was applied as you expected.  '
0,'Please check that the patch was applied as you expected.  '
0,'Please check that this resolves the issue for you.  '
0,'Please check this fully resolves your problem.  '
-1,'Please close as this is just me being stupid. '
0,'Please close AXIS-2271 if that patch is taken. '
0,'Please close this bug  if this is ok for you. '
1,'Please contact me if you need any clarifications. '
0,'Please do not forget about adding the ASL header to all new classes. '
0,'Please follow up on the forum: index.html?module bb&op viewtopic&p 4178893#4178893 '
-1,'Please forget last comment  it is incorrect. '
0,'Please go ahead and create it. '
0,'Please have a look at the latest patch FELIX-3339_threaddump-as-inventoryprinter_FIXED.patch which correctly provides an InventoryPrinter implementation of Thread Dumper  have a look at the attached Screen Shot 2013-05-23 at 3.02.24 PM.pdf to see it in action embedded in the WebConsole. '
-1,'Please ignore attachment (id 693  PositiveSentiment  . '
0,'Please justify why no new tests are needed for this patch. '
0,'Please justify why no new tests are needed for this patch. '
0,'Please keep this open until reverse tests are configured  as we might have new issues coming from them. '
0,'Please let me know if any further changes are needed. '
1,'Please let me know if you need something else. '
0,'Please let me know. '
0,'Please look at this patch (d962_javadoc.2.diff.txt)   I ran javadoc and  did clobber and ant all ok. '
0,'Please open using the JIra workflow and fill in the details. '
0,'Please open with Spring Framework. '
0,'Please play around with it. '
0,'Please prepare patch for trunk. '
0,'Please provide your suggestions '
0,'Please pull it up to the release branch.Thank you! '
0,'Please read the README.txt in   depends/libs/build  It should work after that. '
0,'please re-open if i am confused. '
0,'Please reopen the issue if needed. '
0,'Please review and close out if appropriate. '
0,'Please review and comment if anything is lacking or incorrect. '
0,'Please review this for me! '
0,'Please review. '
0,'Please review. '
0,'Please review. '
0,'Please review. '
0,'Please submit new issues for the other aspects of this that remain unfixed. '
0,'Please take a look and see what else needs to be fixed. '
0,'Please take a look at the patch and let me know if it fixes the problem for you. '
0,'please tell me if you would like me to help. '
0,'please use git diff to generate patch  because i cannot easily apply git patch on a svn tree. '
0,'Please verify this issue is fixed as you expected. '
0,'Please watch the source tree over the next several weeks before our next release. '
0,'plus  of course you do not have to hardcode the name of the jarfile. '
0,'plz fix it properly till tomorrow ort i will close this for 0.4 again. '
0,'populated  see r2083 '
0,'port/src/lil/em64t/pim/m2n_em64t_internal.h: #ifdef _win64 const unsigned m2n_sizeof_m2n_frame   120; #else const unsigned m2n_sizeof_m2n_frame   104; #endif  vmcore/src/util/em64t/base/compile_em64t.cpp: // stack size should be (\% 8    0) but should not be (\% 16    0) const int alignment   0;  does not it worth to let compiler calculate such values?  '
0,'Postponed to 2.0.0-RC1 '
0,'PR 621 '
0,'pread I mentioned is FSInputStrea.read(long  buf  offset  len). '
-1,'PreCommit-HDFS-Build is stuck. '
0,'Pretty fancy. '
0,'Pretty impressive. '
0,'Pretty much every deserialization error shows up as an IOException. '
-1,'Pretty much everything that FSNamesystem (ie. '
0,'Pretty much the same stack trace. '
1,'Pretty sure this was fixed by the time we released JRuby 1.6. '
0,'Previously we are mainly focus on trunk failures. '
0,'Probably it is way deeper problem. '
0,'Probably makes sense to do these like HDFS-4014  sensitive changes get their own patch and the general new classes of warning can be handled in bulk in a small set of patches. '
0,'Probably worth adding a third case in testDataDirectories for a URI that includes an authority (path). '
0,'Problem ensuing from source files inconsistency '
-1,'problem_ the bit to sign the source-release is being called when the source-release is not being built because the source-release is only built at the \"executionroot\".   '
-1,'Pull it back in if you think different. '
-1,'Pull it back in if you think different. '
-1,'Pull it back in if you think different. '
-1,'Pull it back in if you think different. '
-1,'Pull it back in if you think different. '
-1,'Pull it back in if you think different. '
0,'Pull it back in if you think different. '
0,'pull out the ropetransport stuff  fix the bug  and add in the graceful degradation and i am happy to see it pushed   PositiveSentiment   '
0,'Pull request available here:  8  The changes are minor. '
0,'pushed '
0,'pushed '
0,'Pushed to master. '
0,'Pushing non-critical issues to the next CR2. '
0,'QA test result is recorded above. '
0,'Qian   Does seem like something wrong with hudson. '
-1,'Qianshi is working on the SSL session reuse  but this buggy Bug system does not allow him assign this ticket  sigh '
0,'qmail chose the secondary MX (which is the mpls-pop.inet.qwest.net)  probably because it could not reach the primary MX. '
0,'QPID-3319.patch has the fix and QPID-3319.patch.2 and QPID-3319.patch.3 fix two other classes that cause a compilation error when the QPID-3319.path is applied.   '
0,'quick patch. '
0,'Raghu  am I correct here? '
0,'Rajith: This is actually not true. '
0,'Ran for almost an hour this time. '
0,'Ran some benchmarks. '
0,'RB at  '
0,'re: \"should remain\"_ yes  I vote it should remain  but be more flexible '
0,'Really it is a side effect of the browser (IE 7 and IE   PositiveSentiment  . '
0,'Redirect handling has undergone significant changes since this issue was opened and we still need to take a hard look at redirects and possibly how scores are represented. '
0,'Redoing the before/after code below:  Before:        if (!msg.isPersistent() || connection.isUseAsyncSend() || txid! null)) {             this.connection.asyncSendPacket(msg);         } else {             this.connection.syncSendPacket(msg);         }  After:       if(!msg.isResponseRequired() && (!msg.isPersistent() || connection.isUseAsyncSend() || txid! null)) {             this.connection.asyncSendPacket(msg);         } else {             this.connection.syncSendPacket(msg);         }  '
0,'Regarding Doug\'s points...  > But perhaps the preferred import should instead be \'import static SchemaBuilder.*\'? '
0,'Regards   Leon    '
0,'Regards  Ravi. '
0,'Regards  Softaculous Team    '
0,'Regenerated patch with trunk and with an indentation change. '
1,'Regex is your friend. '
0,'Released with GEP 221  so I close this JIRA. '
0,'Removed a printPlan use in TestLogicalPlanBuilder.java  The unit tests that still fail are:      [junit] Running org.apache.pig.test.TestEvalPipeline     [junit] Tests run: 8  Failures: 0  Errors: 1  Time elapsed: 141.926 sec     [junit] Test org.apache.pig.test.TestEvalPipeline FAILED      [junit] Running org.apache.pig.test.TestFilterOpNumeric     [junit] Tests run: 8  Failures: 0  Errors: 1  Time elapsed: 56.446 sec     [junit] Test org.apache.pig.test.TestFilterOpNumeric FAILED      [junit] Running org.apache.pig.test.TestStoreOld     [junit] Tests run: 3  Failures: 0  Errors: 2  Time elapsed: 39.782 sec     [junit] Test org.apache.pig.test.TestStoreOld FAILED  '
0,'Removed version-infomation znode. '
0,'Removed. '
0,'reopen if i am mistaken. '
-1,'Replaced patch with fix to catch more bad variables '
0,'ReplicaManager: 22.1 recordLeaderLogUpdate(  NegativeSentiment   Could we rename it to recordLeaderLogEndOffset()? '
0,'Reporters of these issues please verify the fixes and help close these issues '
0,'Resolved  fixed! '
0,'Resolved by changing the meaning of maxRows to be across all code tables with a default of 200000  introduced maxRowPerTable with a default of 10000 to take the place of maxRows  and upped the default for maxCount to 200. '
0,'Resolved in 1.0.1-SNAPSHOT. '
0,'Resolved in commit 5260 (patch by Vladimir Sizikov) '
0,'resolved in r950171 '
-1,'Resolving again.... '
0,'Resolving as fixed. '
0,'Resolving the issue as the patch was applied to Airavata trunk. '
0,'Resolving this issue as it is covered by JBQA-5191 and JBQA-5192. '
0,'Rest of Ender\'s patch was applied. '
0,'Resubmitting and making it a blocker for 0.22 '
0,'retrospectively setting fix version in preparation for SDO M3 '
0,'Review board:  '
0,'reviewed  looks good. '
0,'reviewed and committed patch. '
0,'Reviews appreciated. '
0,'Right  and right after that is the section I was referring to. '
0,'Right now it will proxy to port 80 of the httpd instance running on the current VM. '
-1,'RMAppAttemptImpl.recoverAppAttemptTokens()  Looks like all changes in RMAppImpl are unnecessary. '
0,'Robbie   Could you please review and commit the patch? '
0,'robin is fixing some other things w/ nb  so he is going to take this. '
0,'Rolled over to 0.5.5 to get a stable JavaOne release out '
0,'Running patch through hudson. '
-1,'s/[~apurtell]/[~lhofhansl]/  Sorry guys. '
0,'Same for the settings.xml with cleartext password (this caused my initial 401 problem  no way in hell im leaving such a thing around on my computer). '
0,'Same goes for fontSize and fontWeight and other font styles. '
0,'Same in problem in SQLServer  solved with catalog null and schema \"\%\" '
0,'Sample client  server and broker configuration. '
0,'Sample implementation of CREATE DATABASE and DROP DATABASE for MySQL 5.0.2+. '
0,'Sangwon Seo  Thanks for your review. '
0,'Sanjay  your patch is missing the AuthenticationFilterInitializer.java file '
0,'Santiago and I  have removed the readExternal()  writeExternal() methods (from interface Externizable) and instead rely on readObject()  writeObject(). '
0,'scheduleAtFixedRate \"Creates and executes a periodic action that becomes enabled first after the given initial delay  and subsequently with the given period; that is executions will commence after initialDelay then initialDelay+period  then initialDelay + 2 * period  and so on. '
0,'Scratch that  this fails horribly after the change to unparsing negative numbers as hex. '
0,'Screens too big to attach: cordova_screens.psd  Eventually this should go on the Cordova website  and not the repo  I think. '
0,'Sebastian  as Sonar calls the cobertura maven plugin there is not much we can do. '
0,'Second question: Why adding DFSTestUtil.abortStream(..)? '
0,'Secondly  most point-release upgrades people do are ones in which the config stays the same. '
-1,'Secondly reading this code I can see why this bug is happening  after completing stage 2 above when adding the new item the code does \"ordered_ cancelled   quantity\" which equates to \"1_ 1   0\". '
0,'See  for instance  the corresponding method in SYSALIASESRowFactory. '
0,'See attached patch. '
0,'See HBASE-5151?focusedCommentId 13412056&page com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-13412056 for one reason we need versioning in patch filenames. '
0,'See INFRA-4641 for some thoughts on how we could/should achieve that. '
0,'See previous comments for earlier commit. '
0,'see the below example  employee1 employee2 employee3  dept1.employess employee1 dept1.employess employee3  dept2.employess employee2  intersection   employee1 x dept1.employess employee1 employee3 x dept1.employess employee3 employee2 x dept2.employess employee2  i do not like this sintax since it changes an obvious behaviour  imo. '
0,'See the following link for more info:  show_bug.cgi?id 612  Thanks  Ian '
0,'See the following page for an example:  booking '
-1,'Seeking back is pretty inefficient in DFS. '
0,'Seems a bit restrictive to me that using rich:comboBox with s:convertEntity only displays entity IDs in the combo. '
0,'Seems fine to me. '
0,'seems this is a CDK issue '
-1,'Seems to be a faulty mailserver setup at laguna-industries.com. '
-1,'Seems to be failing for a different reason now  testContainerLaunch(org.apache.hadoop.yarn.server.nodemanager.TestLinuxContainerExecutorWithMocks)  Time elapsed: 0.523 sec  <<< FAILURE! '
0,'Seems to be working just fine. '
1,'Seems to work reliably now. '
-1,'seems we did not enforce an exec for sh  but we did for fs. '
0,'seen from my chair  this is a very elegant solution  until we can really split our distribution into smaller files (exe + langauge packs) and have a meta installer that combines what the user want.  '
0,'Sending to IRB. '
0,'setting    set hive.script.auto.progress true;  seems to have no effect. '
0,'setting fix version for 3.0_ ie) will not be looking at applying this until after 2.3 gets released. '
0,'Setting the context class loader would require a test if the context loader knows Groovy classes and if this class is the same as the expected loader... what do we do if that is not the case? '
0,'Shawn committed the fix in  rev 1159269 & rev 1164330 '
0,'Shazron   I am using alert to visually notify myself. '
0,'Shelly use JBAS-5873 for the matrix tests   PositiveSentiment   '
0,'shifted as agreed during the IRC release preparation meeting '
-1,'Shit  I missed a cast. '
-1,'Shit  my bad. The posted patch is from a completely wrong branch of my git repo_ I had not realized I ran the test-patch against a branch not branch-1. '
-1,'Shit  there is an dependency. Please go to Preferences_> LDAP_> Entry Editor and enable the option \"Show operational attributes\". '
-1,'Shit  there is an dependency. Please go to Preferences_> LDAP_> Entry Editor and enable the option \"Show operational attributes\". '
0,'Should be a quick review. '
0,'Should be fixed with DOXIA-390  I added your test case. '
0,'should the following be true? '
0,'Should this be raised to Ruby core folks to get the clarification? '
0,'Should this issue be closed? '
0,'Should we close this one now that we went a different route (zero javadoc warnings?) '
0,'should not it have looked at fstime across the directories  seen dir2\'s higher fstime  and used that one? '
0,'should not we try to make this idiom work well with hdfs?  '
0,'Show time since declared as dead on the deadnode web UI. '
-1,'sigh  i do not like this overall if cannot reuse everywhere. '
0,'Sigh ....  Do you think that is something that can be fixed in Wicket or some kind of IE8 madness that i should look to solve on my side? '
0,'sigh. '
0,'Similar to all other plugins  the life cycle hook should be pluggable in a sense that you can deploy them e.g. '
0,'Similarly  one can use the overview of FD  NegativeSentiment  CA below and the introductory section of its respective volume and only ** refer to the details of the FD  NegativeSentiment  CA constructs as needed during implementation.\" '
0,'simon  i am going to get deletes working  tests passing using maps in the rt branch  then we can integrate. '
0,'since an approach to put back two such hregioninterface level measurements with a query/mutate distinction has been +1ed on this issue i am going to put them back on trunk and port back the changes to 0.94. '
0,'Since I screwed up the commit  we voted 2.1.7 down and are working to get 2.1.8 out pretty quickly. '
0,'since the \"approved requirements\" screen paginates the requirements  i will end up generating multiple orders for the same (large) supplier  simply because the application operates a page at a time. '
0,'Since the change is already included in HIVE-5741 I will mark this one resolved. '
-1,'since this patch is so damn large already i will not be making anymore changes to this other than critical/blocker bug fixes. '
0,'since we know meta splitting does not work  can we put in some code that allows meta\'s one region to grow without bound regardless of its size? '
0,'Since we will have another RC  we decided to include this change in 1.5.2. '
0,'sling6.thread_dump.02.txt was taken a couple minutes later. '
0,'Smile. '
-1,'SnappyCodec check for Hadoop native lib is wrong. '
0,'so  back to your statement  a 1k buffer does not save physical i/o  but nor should it incur extra physical i/o. '
0,'So  good news is we finally have a chance of testing the exports very soon  bad news is  it will require an update on your side to be able to transfer the spark JIRA data. '
0,'So  I added a comment out on UnInvertedField. '
0,'So  I also can say \"this is not yield keyword specific problem\". '
0,'so  if you make another request to read 1k shortly thereafter you will get it from the buffer cache and the incremental cost will be that of making a system call. '
-1,'so  i am fine with your logic  but given that i do not understand it please do not get upset when i ask questions on how i have to use it. '
0,'so  i am going to make a patch that does 1g regions and 128m flushes (with the multiplier still of x2 so we will grow to 256m before the barrier comes down). '
-1,'So  it is stuck somewhere. '
-1,'so  sorry i cannot be more obliging. '
0,'so  the heuristic that i listed above to detect a network partition should still be applicable  is not it? '
0,'So  the original problem appears addressed (as I said  the 3 failing tests now pass)  but I will investigate these behaviors  and run on another type of machine just to be safe. '
0,'So  who should create mail lists  bug databases  etc. '
0,'So any of your suggestions do not help. '
0,'So between PC  PMP and PP_ I prefer PP_ the documentation should clarify what it does. '
0,'So either new-style hints are being written without versionColumn by RowMutation.hintFor  or old style hints did not get cleaned out properly by SystemTable.purgeIncompatibleHints. '
-1,'So I also changed a test to test a non-ascii stopword   PositiveSentiment    '
0,'So I am likely going to work on this soon. '
0,'So I took the liberty of updating the patch to use requiredX/optionalX methods like in your code. '
0,'So I went ahead and made the change. '
0,'So if necessary we can add another FileSystemManager implementation which will support caching. '
0,'so i am all for a more generic serialization api that can be used by mapreduce applications. '
0,'so i am totally +1 for the hbase-8723 patch. '
0,'So instead of the expected \"java.lang.RuntimeException: foo\" text being sent you get \"org.apache.avro.AvroRuntimeException: Unknown datum type: java.lang.RuntimeException: foo\". '
0,'so it is like getting a new copy. '
0,'So now I have convert again all the head3 to h3 and now seams to me better. '
0,'So returning an empty string in such case. '
0,'So the action items: 1. canDelete()  canRead() and canWrite() will be moved to FileSystemView from FileObject.   '
0,'So the constructor for this class should call setUUID( permUUID ) rather than stuffing the shadowing field via \"this.permUUID   permUUID\". '
0,'so this actually avoid the infinite loop returning 0 (and so i think answered your second question  so it was not very clear). '
0,'So this is by design. '
0,'So this is not just merely a fix of deleting the tmp files. '
0,'So this is ready for merging? '
0,'So to prevent a rude awakening for some users it might be cool to provide some means (config or whatever) that works similar as the current version. '
1,'So very cool  and so very committed-- thanks Matthias  this is awesome. '
0,'So we are sure how to parse it no matter how hadoop/platform changes. '
0,'So we convert Scanner back into an Iterator over a lazily fetched Slice subclass? '
0,'So what this patch does is totally revamps the makefiles for erlang. '
0,'so when 2.3 is released  you should not get the problems you have had from 2.1 to 2.2 for these files. '
0,'So yes it fails but not where you wanted it to. '
0,'Solomon  That is very slick. '
0,'SOLR-5232: SolrCloud should distribute updates via streaming rather than buffering. '
0,'Solution looks as follows: when doing a cluster sync  whether it is for reading or writing  always acquire the version manager\'s read lock first. '
0,'solved in subversion repository as of r818942. '
0,'Some amount of searching later... '
0,'Some comments:  The new method added to Namesystem is better to # pass BlockInfoUnderConstruction  # call it as isInSnapshot  and # do not throw IOException. '
0,'Some comments: 20. '
-1,'Some file were missing in the last patch  sorry. '
0,'Some folks on the mailing list had something like this happening to them. '
0,'some functions do not require it  but some do. '
0,'Some further bug tracing shows that pdfbox\' RandomAccessBuffer is responsible for the Out of Memory error. '
0,'Some more work towards full SAAJ 1.3 implementation. '
0,'Some of the other test cases in this class failed because that constraint error occurred? '
0,'Some property which points to a \"DDL file\". '
0,'some tests are still problematic  at least on windows... '
0,'Somehow I forget to move that from SOLR-2524  but it is in the updated patch now. '
-1,'someone  but i am not sure who  owes me a public apology here.  /larry   '
0,'Someone either needs to write a custom XSD and link it to the document or we need to disable validation for those examples pending another solution. '
0,'Sonar does not use JavaNCSS at all ! '
-1,'Sorry   fixed. '
-1,'Sorry  about that  tiredness. '
-1,'Sorry  attached the file to the wrong issue. '
-1,'Sorry  but look at mapSubtract and further down in the source you will find plenty. '
-1,'Sorry  db name is TPCDB  user name TPC  pwd whatever... '
-1,'sorry  did not look at the code until commit...  can you test making it hash to a long or a 8-byte bytebuffer? '
-1,'Sorry  for all the issue mails  I forgot to mention the second:  2) There is commented source in the test  should it be enabled or removed? '
-1,'Sorry  grabbed the wrong ticket. '
-1,'Sorry  here\'s the test that reproduces the issue. '
-1,'Sorry  show_bug.cgi?id 514760 is related but not same. '
-1,'Sorry  I forgot to change the priority of this one. '
-1,'sorry  i guess i am against \"never computing this shit\"... because you guys think returning nan is ok.  '
-1,'sorry  i had attached an older version... let us try this one. '
-1,'Sorry  I kind of forget about this one. '
-1,'Sorry  I meant to have this patch in sooner but got quite busy  I expect to have it soon. '
0,'Sorry  I realise now that \"does not work\" was insufficiently specific. '
-1,'Sorry  I see that you say the same  Mike   PositiveSentiment   '
-1,'Sorry  I thought issue (and provided patch) were about cocoon-servlet-service-impl  used by either C2.2 and C3 but only now I see that instead they are related to cocoon-servlet-service-components (C2.2 only). '
-1,'Sorry  I took Martin\'s comment to mean the patch was committed and issue closed  which certainly discarded all the patches the first time around. '
-1,'Sorry  I tought I could commit this patch but I did not realize that one of the files is in the framework (and I have not access to it).  '
-1,'sorry  i was trying to get to the wiki but it is been a busy week.  '
-1,'Sorry  in rushing to commit I forgot to add author during the commit. '
-1,'sorry  it seems i forgot a few references to 2.0.2 in ./deps/cxf-all i am attaching a new patch to fix these references. '
-1,'sorry  last patch was missing new files '
-1,'Sorry  missed that select-box. '
-1,'Sorry  missed this. '
-1,'Sorry  misunderstood the issue! '
-1,'Sorry  my code base is a little old  looks like HADOOP-9147 add some new test in TestFileStatus.  '
-1,'Sorry  no longer working on this '
-1,'Sorry  on holiday last week and just catching up. '
-1,'Sorry  patch is attached  '
-1,'Sorry  probably a misunderstanding from my side.... '
-1,'Sorry  should ask first. '
-1,'sorry  should have been getDataModel not getDataTable. '
-1,'Sorry  should have commented on this much sooner. '
-1,'Sorry  that should be  FileChannel inputChannel   input.getChannel(); FileChannel outputChannel   output.getChannel();  in the try block.  '
-1,'Sorry  that should have said fixed via HADOOP-4980  not 6980. '
-1,'sorry  thiru  i hope you have not already started working on this! '
-1,'Sorry  this affects 0.9.3 version too. '
-1,'sorry  this bug is *not* fixed. '
-1,'Sorry  this should be YARN JIRA_ filed YARN-350 instead '
-1,'sorry  unassigning myself from this backport. '
-1,'Sorry  we are no longer using Xerces. '
-1,'Sorry  yes I believe this has been resolved. '
-1,'sorry  you are right. '
-1,'sorry   PositiveSentiment   '
-1,'Sorry ;-)   '
-1,'Sorry ;-) +1  '
-1,'Sorry [~fiberlijun]_ havent had a chance to look at it yet. '
-1,'sorry [~kumarr]  let us just do this in 0.96. '
-1,'Sorry [~svenkat]  I just committed this. '
-1,'Sorry about that  fixed now. '
-1,'Sorry about that. '
-1,'Sorry about that. '
-1,'Sorry about that. '
-1,'Sorry about that. '
